basecId,snctpId,whoId,layTitle,laySummary,disease,intervention,inclusionCriteria,exclusionCriteria,studysites,studySitesOther,tags
2018-00636,SNCTP000002906,ACTRN12614000042640,PROTECT-ICD-Studie: Programmierte ventrikuläre Stimulation zur Risikostratifizierung für frühe Kardioverter-Defibrillator-Implantation zur Vermeidung von Tachyarrhythmien nach akutem Myokardinfarkt,"Die PROTECT-ICD-Studie ist eine Untersuchung zur Prävention des plötzlichen Herztodes bei Patienten, bei denen die Herzfunktion nach einem Myokardinfarkt (MI) reduziert ist. Das Ziel der Studie ist es zu beurteilen, ob eine Elektrophysiologische Studie (EPS) zur prophylaktischen Implantation eines implantierbaren Kardioverter-Defibrillators (ICD) früh nach dem MI (ersten 40 Tage) zu einer Reduktion des plötzlichen Herztodes führt.",Plötzlicher Herztod,"Elektrophysiologische Studie (EPS)
Es ist möglich, dass die EPS Patienten nach einem Herzinfarkt mit einem erhöhten Risiko eines plötzlichen Todes identifizieren könnten, die durch einen ICD gerettet werden können. Die Rolle der elektrophysiologischen Untersuchung für diesen Zweck ist jedoch noch nicht vollständig geklärt.","•	die in den letzten 2 - 40 Tagen einen Myokardinfarkt hatten
•	die eine reduzierte Herzfunktion haben
•	die bereit sind, eine schriftliche Einverständniserklärung zur Freigabe ihrer Daten abzugeben.","•	Personen die jünger als 18 oder älter als 85 Jahre alt sind
•	Personen die bereits einen ICD erhalten haben
•	Schwangere Frauen","Lausanne, Basel, Bern",nan,Koronare Herzkrankheit
nan,SNCTP000001785,ACTRN12616000648426,"Bioequivalence study of a generic formulation of cysteamine bitartrate (Rec 0/0462, 150 mg immediate release capsules) versus the marketed Cystagon®, 150 mg immediate release capsules

Titolo in italiano: Studio di bioequivalenza tra una formulazione generica di cisteamina bitartrato (Rec 0/0462, capsule a rilascio immediato da 150 mg) e il prodotto in commercio Cystagon®, capsule a rilascio immediato","Lo studio, monocentrico, è stato condotto presso l’Unità di fase I della CROSS Research S.A. di Arzo con l'obiettivo di valutare, nei volontari sani, la bioequivalenza di una formulazione generica di Rec 0/0462, cisteamina base libera (come sale bitartrato), prodotto test, nei confronti del prodotto in commercio Cystagon®, prodotto di riferimento, entrambi formulati in capsule a rilascio immediato da 150 mg. Lo studio è stato condotto su 24 soggetti di entrambi i sessi. Durante lo studio, i volontari hanno ricevuto una singola dose da 600 mg (cioè 4 capsule da 150 mg) di ciascuna delle due formulazioni di cisteamina bitartrato (T e R) nel corso di due periodi di studio, separati da un intervallo di almeno 5 giorni. 
Le due formulazioni sono state somministrate per via orale dal medico sperimentatore, la mattina, a digiuno da almeno 10 ore. Le capsule sono state assunte con 240 mL di acqua naturale non gasata.
Lo studio prevedeva una visita ambulatoriale di screening seguita da due periodi separati da un intervallo di almeno 5 giorni. Durante ciascuno dei due periodi di studio, i soggetti sono stati sottoposti a 15 prelievi di sangue al fine di studiare la farmacocinetica della cisteamine. I prelievi sono stati effettuati ai seguenti tempi: prima della somministrazione e 20 min, 40 min, 1, 1.5, 2, 2.5, 3, 4, 5, 6, 8, 10, 12 e 16 ore dopo la somministrazione.",Cistinosi nefropatica,"Formulazione Test: Rec 0/0462 capsule a rilascio immediato contenenti 150 mg di cisteamina base libera (come sale bitartrato) 
Formulazione di Riferimenti: Cystagon® capsule a rilascio immediato contenenti 150 mg di cisteamina base libera (come sale bitartrato), prodotto da Orphan Europe S.A.R.L., Francia.

I soggetti hanno ricevuto una singola dose da 600 mg (cioè 4 capsule da 150 mg) di ciascuna delle due formulazioni di cisteamina bitartrato (T e R) nel corso di due periodi di studio, separati da un intervallo di almeno 5 giorni. 
La sequenza con cui i volontari hanno ricevuto i due farmaci è stata stabilita secondo una lista di randomizzazione, elaborata matematicamente dal computer.","- firma del consenso informato scritto prima dell’esecuzione di qualsiasi procedura correlata allo studio;
- maschi o femmine di età compresa tra i 18 e i 45 anni e indice di massa corporea compreso tra 18.5 kg/m2 e 30 kg/m2;
- pressione sistolica compresa tra 100 e 139 mmHg, diastolica compresa tra 50 e 89 mmHg e frequenza cardiaca compresa tra 50 e 90 battiti al minuto, misurati dopo 5 minuti di riposo in posizione seduta; 
- comprensione della natura e dello scopo dello studio, inclusi i possibili rischi ed eventi avversi; capacità di collaborare con il medico Sperimentatore e di seguire le procedure previste durante tutta la durata dello studio;
- soggetti non fumatori o ex-fumatori da almeno 2 anni;
- donne fertili disposte ad utilizzare un doppio metodo contraccettivo efficace (barriera meccanica piu’ un altro metodo efficace). Donne sterili  da piu’ di 3 mesi o, se in post-menopausa, da almeno 2 anni.","- ECG (12 derivazioni, in posizione supina) con alterazioni clinicamente significative o: 
- un intervallo PQ inferiore a 120 msec o superiore a 220 msec,
- una durata del QRS inferiore a 75 msec o superiore a 120 msec,
- un valore di QTcB misurato manualmente superiore a 440 msec.
-alterazioni delle condizioni fisiche clinicamente significative;
-valori di laboratorio con alterazioni clinicamente significative e indicative di una condizione patologica concomitante;
-ipersensibilità accertata o presunta al principio attivo e/o agli eccipienti dei farmaci in studio o alla penicillamina, storia di anafilassi ai farmaci o in generale reazioni allergiche, non compatibili con lo studio; 
-malattie renali, epatiche, gastrointestinali (in particolare sanguinamenti gastrointestinali o patologie croniche gastrointestinali), cardiovascolari, respiratorie, cutanee, ematologiche, endocrine o malattie neurologiche significative, non compatibili con lo studio; 
- farmaci, inclusi farmaci da banco (senza obbligo di prescrizione) e prodotti erboristici nelle 2 settimane precedenti lo studio, in particolare trattamenti per l’HIV o per l’epatite negli ultimi 3 mesi. 
-partecipazione ad altri studi clinici con farmaci sperimentali nei 3 mesi precedenti l’inizio dello studio, calcolati partendo dal primo giorno del mese successivo all’ultima visita dello studio precedente; 
- donazioni di sangue nei 3 mesi precedenti l’inizio dello studio;
- uso di stupefacenti;
- abuso di bevande alcoliche (non più di 1 bicchiere al giorno per le donne e non più di 2 bicchieri al giorno per gli uomini) o di bevande che contengono caffeina, quali caffè, tè (non più di 5 tazze al giorno);
- dieta sbilanciata (<1.600 o >3.500 kcal/giorno) o variazioni significative nelle abitudini alimentari nelle 4 settimane precedenti lo studio; dieta vegetariana; 
- positività al test delle droghe eseguito allo screening o al giorno -1;
- test etilico positivo al giorno -1;
- gravidanza o allattamento;
- se donna, test di gravidanza positivo allo screening o al giorno -1.",nan,Arzo,Anderes
2021-02281,SNCTP000004755,ACTRN12617000147381,"Sauerstoffverabreichung über die Nase mit hohem Fluss bei Kindern und Jugendlichen, welche eine Notfallintubation benötigen (Kids THRIVE): Eine randomisierte kontrollierte Studie","Kinder können sich mit lebensbedrohlichen Zuständen, die eine sofortige Behandlung zur Unterstützung ihrer Atmung erfordern, damit dem Körper genügend Sauerstoff zugeführt werden kann, auf einer Notaufnahme vorstellen. Unter diesen Umständen wird ein Kind narkotisiert und intubiert. Dieser Vorgang ist mit einem hohen Risiko für niedrige Sauerstoffwerte (14%) im Körper oder niedrigen Blutdruck oder niedrige Herzfrequenz verbunden. Es ist wichtig, neuere Methoden zur Vermeidung dieser Risiken und zur Verbesserung der Patientensicherheit zu untersuchen. In dieser Studie untersuchen wir einen neuen Ansatz namens Transnasaler befeuchteter Schnell-Insufflationsbeatmungsaustausch (THRIVE), um einen Abfall der Sauerstoffkonzentration während der Intubation durch nasale Sauerstoffzufuhr mit hohem Durchfluss zu verhindern. Diese Methode ermöglicht eine fortgesetzte Sauerstoffzufuhr nach der Induktion während der versuchten Intubation, wohingegen nach dem Abnehmen der Gesichtsmaske während der traditionellen Intubation das Sauerstoffreservoir nicht mehr erneuert wird und niedrigere O2-Werte auftreten können. Wir haben diese Methode bei Kindern mit gesunden Lungen in Narkose für einen elektiven Eingriff getestet und festgestellt, dass wir den Sauerstoffgehalt mehr als doppelt so lange aufrechterhalten können wie bei herkömmlichen Intubationsmethoden. Diese Ergebnisse würden dem Operateur in Notfallsituationen mehr Zeit und einen sichereren Zustand ermöglichen, um die Atemwege bei einem kranken Kind zu sichern. Durch die Versorgung mit Sauerstoff während der gesamten Intubation werden jedoch unerwünschte Ereignisse wie die Sauerstoffentsättigung reduziert und die Anzahl erfolgreicher erster Intubationsversuche erhöht. Das für die THRIVE-Methode verwendete High-Flow-System ist nicht neu und wird in Krankenhäusern häufig zur Behandlung von Kindern mit Atemwegserkrankungen wie Bronchiolitis eingesetzt.",Atemwegsmanagement,"Wir wollen die Ergänzung der Standardintubationspraxis durch die THRIVE-Methode mit der aktuellen Standardpraxis zur Intubation eines Kindes in einer Notfallsituation vergleichen. Wir wollen zeigen, dass die neue THRIVE-Methode das Risiko niedriger Sauerstoffkonzentrationen im Blut verringert und einen mit der Intubation verbundenen niedrigen Blutdruck verhindert.","- Ist zum Zeitpunkt der Randomisierung weniger als 16 Jahre alt

- Erfordert eine Schnellfolgeinduktion (RSI) oder eine modifizierte RSI* für die Notfall-Intubation und -Beatmung entweder in der Notaufnahme oder auf der Intensivstation 
* Modifizierte RSI ist definiert als die Bereitstellung von Beatmungsunterstützung durch Beutelmaskenbeatmung oder eine andere Methode während der Präoxygenierungsphase der Narkoseeinleitung","- Geplante Änderungen am Endotrachealtubus
- Erfordert eine sofortige Intubation bei Verlust des Herzzeitvolumens oder Atemstillstand.
- Der Ort der Intubation befindet sich außerhalb der Notaufnahme oder der Intensivstation.",Zürich,nan,Anderes
2020-01111,SNCTP000004235,ACTRN12619001328167,"BONANZA: Überwachung des Sauerstoffgehalts im Hirngewebe 
bei Patienteinnen und Patienten mit Schädelhirntrauma: eine prospektive, multizentrische, einfach geblindete, randomisierte klinische Studie","Das schwere Schädelhirntrauma ist ein globales Problem, welches Patientinnen und Patienten in jedem Alter treffen kann. Die Patientinnen und Patienten, welche überleben, leiden an neurologischen Einschränkungen, welche schwerwiegend sein können, so dass sie den Alltag nicht mehr selbstständig bewältigen können. Die erste Schädigung, welche durch den Unfallmechanismus eintritt, kann in der Regel nicht mehr verhindert werden. Diese erste Schädigung ist aber nicht alleine für den Endschaden verantwortlich. Man geht davon aus, dass der anfängliche Schaden Reaktionen im Gehirn auslöst wie zum Bespiel Hirnschwellung oder weitere Blutungen und Durchblutungsstörungen, welche das Hirngewebe zusätzlich schädigen können. Unter anderem wird dadurch die Sauerstoffzufuhr für das Gehirn beeinträchtigt.
Die Messung des Gewebesauerstoffs durch eine spezielle Sonde ist eine Möglichkeit, den Sauerstoff im Hirngewebe zu messen. Sollte sich der Gewebesauerstoff unterhalb des gewünschten Wertes befinden, kann die Therapie durch zum Beispiel erhöhte Sauerstoffzufuhr angepasst werden. Ohne diese Messungen bleiben solche Änderungen unbemerkt und werden erst sichtbar, wenn der Hirndruck später ansteigt.
Diese Sonde überwacht laufend den Sauerstoffgehalt und die Temperatur innerhalb des Schädels. 
Diese Studie setzt sich zum Ziel, die Sauerstoffversorgung im Hirngewebe nach einem schweren Schädelhirntrauma zu optimieren und zu untersuchen ob damit die mögliche neurologische Beeinträchtigung vermindert werden kann.",Schweres Schädelhirntrauma,Anpassung der Therapie (gemäss Protokoll) an den Sauerstoffgehalt im Hirngewebe.,"- Schweres stumpfes Schädelhirntrauma
- Notwendigkeit einer Hirndrucksonde zur Überwachung
- >18 Jahre alt","- Schwangere
- vorbestehende neurologische Einschränkung
- anhaltend tiefer Blutdruck oder periphere Sauerstoffsättigung trotz Therapie",Bern,nan,Hirnerkrankungen (nicht Krebs)
2021-02344,SNCTP000005093,ACTRN12619001632189,"Eine randomisierte, doppelt-blinde, placebo-kontrollierte Studie zur Untersuchung von Erythropoeintin alfa («EPO») oder Placebo bei schwerstverletzten, beatmeten Patienten in der Intensivstation","Patienten mit schweren Verletzungen, insbesondere Mehrfachverletzungen haben ein relevantes Risiko, an diesen Verletzungen zu versterben, oder bleibende Einschränkungen/Behinderungen zu haben. Aus kleineren Voruntersuchungen gibt es Hinweise, dass ""EPO"", neben der erhöhten Blutbildung, die Rehabilitation möglicherweise unterstützen kann. Um diese Frage zu untersuchen, werden weltweit in dieser Studie 2500 Patienten mit schweren Verletzungen (definiert als Patienten auf Intensivstationen, welche mechanisch beatmet werden müssen) zufällig mit einem computergestützten Zufallsgenerator in 2 Gruppen eingeteilt.
Patienten, welche der ""EPO""-Gruppe zugeteilt werden, erhalten eine Dosis ""EPO"" (1-ml Fertigspritze) unter die Haut gespritzt, die Dosis wird, falls der Patient/die Patientin noch auf der Intensivstation hospitalisiert ist, nach 7 Tagen wiederholt, maximal also 2 Dosen. Patienten und Patientinnen, welche der ""Placebo""-Gruppe zugeteilt werden, erhalten zu den gleichen Zeitpunkten ebenfalls maximal 2x je 1 ml Kochsalzlösung unter die Haut gespritzt. Sowohl Patienten als auch das Behandlungsteam wissen nicht, welcher Gruppe die Patienten zugeteilt wurden. 
6 Monate nach dem Unfall wird bei den überlebenden Patienten mit Hilfe eines standardisierten Fragebogens (WORLD HEALTH ORGANIZATION DISABILITY ASSESSMENT SCHEDULE Version 2.0) der Gesundheitszustand und allfällige Einschränkungen telefonisch erfragt. Der Zeitaufwand für die Befragung beträgt nicht mehr als 20 Minuten. Zusätzlich werden Routinedaten, welche während des Spitalaufenthaltes erfasst werden, wie zum Beispiel Labordaten, Dauer der Beatmung, oder Behandlung mit kreislaufunterstützenden Medikamente ausgewertet.","Patienten mit schweren Verletzungen, welche eine Behandlung auf einer Intensivstation benötigen, und welche mittels einem Beatmungsgerät künstlich beatmet werden müssen","Gabe von 40'000E/1ml Binocrit (= EPO, Erythropoetin alfa) innerhalb 24 Stunden nach Unfall mit einer Spritze unter die Haut. Wenn Patienten nach einer Woche noch auf der Intensivstation sind, wird die Gabe wiederholt (total= maximal 2 Gaben, Tag 1 und Tag 7).
Patienten in der Placebogruppe erhalten statt EPO jeweils 1 ml kochsalzhaltiges, steriles Wasser","Alter über 18 und unter 75 Jahre
Zeitraum hat 24 Stunden nach dem Unfall nicht überschritten
Patienten müssen mit Hilfe eines künstlichen Atemweges mechanisch beatmet sein","Patienten, welche tief komatös sind und keine Pupillenreflexe (Reaktion der Pupillen auf Licht) haben
Patienten mit einer Thrombose (= Blutgerinnsel in der Vene, meistens in den tiefen Venen in den Beinen oder Becken) oder einer Embolie (= Blutgerinnsel, welches sich in einer Vene gebildet hat und von dort aus «gewandert» ist, zumeist in die Lunge) in den letzten 12 Monaten, oder welche eine Blutverdünnung wegen Thrombose oder Embolien erhalten
Patienten mit bekannter Störung der Blutgerinnung im Sinne einer erhöhten Blutgerinnung/Thromboseneigung, einschliesslich Krebserkrankungen.","St Gallen, Bern",nan,Verletzung
2021-00099,SNCTP000004452,ACTRN12620000047998,Effets d'un traitement manuel ostéopathique sur les pleurs incessants des nourrissons; un essai clinique international,"Cette étude vise à évaluer l'effet d'un touché doux effectué par un ostéopathe dans le but de réduire les pleurs du nourrisson. Pour ceci, 120 parents , dont 40 en Suisse, se verrons proposer une prise en charge ostéopathique habituel pour leur nourrisson durant laquelle leur enfant recevra soit un traitement ostéopathique doux, soit un touché sans intention de modifier les tissus. Ceci sera déterminé par le hasard sans que les parents sachent quel type de traitement a été donné. Le traitement dure entre 10 à 20 minute jusqu'à quatre fois sur deux semaines. À l'aide d'un journal quotidien, les parents indiqueront ensuite durant deux semaines le nombre d'heure de pleurs quotidien. Après deux semaines, ils rapporteront également leur niveau de confiance en tant que parent, leur impression subjective de l'amélioration et leur satisfaction générale pour la prise en charge. Cette étude évalue également l'apparition d'effets indésirables afin de pouvoir mieux connaitre et communiquer les risques et les bénéfices d'un traitement manuel ostéopathique.","Les pleurs incessant du nourrisson, ou coliques du nourrisson, est un trouble qui touche les enfants de 0 à 6 mois d'âge. Le trouble se manifeste par des pleurs de plus de 3 heures par jours, pour plus de 3 jours sur une semaine et ne sont pas expliqués par une autre condition. Ce trouble est transitoire et disparait généralement avec la maturation du système nerveux et du système digestif.
Les causes sous-jacentes restent inconnues. Les pleurs affectent principalement la santé des parents et peuvent induire un manque de sommeil, une sensation d'impuissance et une perte de confiance en ces compétences parentales.","L'intervention étudié est une prise en charge ostéopathique habituelle impliquant un toucher léger pendant 10-20 minutes, et ceci d'une à quatre fois sur deux semaines. Le toucher est dirigé vers des zones spécifiques du corps du bébé, selon ce que l'ostéopathe juge approprié, dans le but de modifier la fonction des tissus ou la dynamique des fluides.
L'intervention contrôle consiste également d'une prise en charge ostéopathique habituelle. Le traitement manuel habituel est cependant remplacé par un toucher léger générique non spécifique sur le crâne, le thorax, l'abdomen et la région sacrée dans n'importe quel ordre sans que l'ostéopathe ne tente de déplacer ou d'ajuster les tissus mous ou de modifier les mécanismes des fluides. La durée est également de 10-20 minutes 1-4 fois sur deux semaines.","L'étude concerne des nourrissons (de 1 à 10 semaines) en bonne santé et en pleine forme, mais qui pleurent excessivement, sont en détresse ou déstabilisés, ou sont agités et difficiles à consoler. Les pleurs excessifs sont définis comme des pleurs pendant plus de 3 heures par jour, plus de 3 jours par semaine pendant plus d'une semaine.","Les nourrissons ne peuvent pas être inclus s'ils présentent des signes qui nécessitent une attention ou un traitement médical avant l'inscription, s'ils ont déjà reçu un traitement ostéopathique, s'ils n'ont pas de tension dans leur corps comme le palpe l'ostéopathe, ou si aucun des des parents ne puisse comprendre et lire l'allemand, le français, l'Italien ou l'anglais.","Lausanne, Sion, Freiburg, Neuenburg, Genf",nan,Anderes
nan,SNCTP000000623,DRKS00003251,Mobilisierung von CD34+ Zellen mit einer Standardosis oder einer reduzierten Dosis von Filgrastim bei Patienten mit multiplem Myelom. Eine randomisierte unizentrische Phase II Studie.,"Patienten unter 65 Jahre mit einem multiplen Myleom erhalten eine mehrphasige Therapie. Zuerst werden mit einer so genannten Induktions-Chemotherapie die Tumorzellen vermindert und anschliessend die Blutstammzellen mobilisiert (Stammzell-Mobilisation). Dann werden die Blutstammzellen entnommen, bevor die Patienten eine Hochdosistherapie erhalten. Schliesslich werden die entnommenen Blutstammzellen wieder in den Körper zurückgeführt, um die Erholung des blutbildenden Systems zu beschleunigen. 

Die Studie findet in der Phase der Stammzell-Mobilisation statt. 

Nach der Gabe der Induktions-Chemotherapie mit Vinorelbine findet die Stammzell-Mobilisation mit dem Wirkstoff Filgrastim statt. Der Blutwachstumsfaktor Filgrastim wird in reduzierter Dosis (5 Applikationen) im Vergleich zur Standardgabe (9 Applikationen) verabreicht. Nach dem Zufallsprinzip (Randomisierung) wird entschieden wer die Standardbehandlung und wer die Behandlung in reduzierter Dosis erhält.

Insgesamt werden 60 Patienten in diese Studie eingeschlossen.

In einem Zusatzprojekt zu dieser Studie sollen Stammzellmarker untersucht werden und die Blutproben für weitere Forschungen und Behandlungsmöglichkeiten aufbewahrt werden.",Multiples Myelom,Der Blutwachstumsfaktor Filgrastim wird als subkutane Injektion in reduzierter Dosis (5 Applikationen) im Vergleich zur Standardgabe (9 Applikationen) verabreicht. Die Standardgabe beginnt an Tag 4 nach der Induktions-Chemotherapie mit zwei Injektionen pro Tag und insgesamt 9 Injektionen. Die reduzierte Gabe beginnt ebenfalls an Tag 4 nach der Induktions-Chemotherapie mit einer Injektion pro Tag und insgesamt 5 Injektionen.,"Patienten die für eine Stammzelltransplantation vorgesehen sind

Patienten die Vinorelbine für die Stammzellmobilisation erhalten","Allergie auf Filgrastim

Aktive Hepatitis B/C oder HIV Infektion",nan,nan,Erkrankungen des Nervensystems
2019-01160,SNCTP000003516,DRKS00004598,"Multizentrische Evaluation der kognitiven und morphologischen Veränderungen nach Ganzhirnbestrahlung in IMRT-Technik mit
Hippocampus-Schonung und Boost auf die Metastasen
(Kurztitel der Studie: HIPPORAD).","In dieser Studie soll untersucht werden, ob mit einer neuen Art der Strahlentherapie durch eine Schonung bestimmter Areale des Gehirns eine Verringerung von Nebenwirkungen erreicht werden kann. Zusätzlich zur Schonung des sog. Hippocampus, werden die bereits vorhandenen Hirnmetastasen auch noch mit einer höheren Strahlendosis therapiert.
Bei der derzeitigen Standardbehandlung wird das gesamte Gehirn (Metastasen wie gesunde Bereiche) mit einer einheitlichen Dosis bestrahlt. Damit kann eine deutliche Verlängerung des Lebens und gute Symptomkontrolle erreicht werden. Eine häufige Nebenwirkung dieser Behandlung stellt allerdings eine die Lebensqualität beeinträchtigende Verschlechterung von Lernen und Gedächtnis dar.
Die neu zu untersuchende Art der Strahlentherapie entspricht der Standardbehandlung, allerdings unter Aussparung einer bestimmten Hirnregion, des Hippocampus. Der Hippocampus hat im menschlichen Gehirn die Aufgabe, das Gedächtnis zu unterstützen, besonders das Neulernen von Inhalten, wie z.B. Einkaufslisten oder den Namen einer Person. 
Wir erhoffen uns von dieser neuen Behandlungsmethode, dass sie das Gedächtnis weniger schädigt als die Standardbehandlung. Dazu wird jeder Patient in dieser Studie im Hinblick auf seine Gedächtnisleistungen untersucht, sowohl vor Beginn der Behandlung, als auch danach.
Parallel erhalten die vorhandenen Hirnmetastasen eine zusätzliche Erhöhung der Strahlendosis (Boost). Dadurch soll die lokale Tumorkontrolle im Vergleich zur Standardbehandlung signifikant verbessert werden.
Darüber hinaus soll im Rahmen der Studie untersucht werden, ob sich ein eventuell schonender Effekt der neuen Behandlung auch mit bildgebenden Verfahren sichtbar machen lässt. Zu diesem Zweck werden im Rahmen Ihrer Behandlung angefertigte Kernspintomographien (auch: Magnetresonanztomographien, abgekürzt MRT) des Schädels für diese Studie ausgewertet. Diese etablierten Aufnahme-Methoden erlauben eine genaue Untersuchung der Struktur des Gehirns.",Metastasen im Gehirn,"Vor der CT-Aufnahme zur Planung der Strahlentherapie werden Sie zusätzlich routinemäßig über Nutzen, Risiken und mögliche Nebenwirkungen der Strahlentherapie anhand eines gesonderten Formulars aufgeklärt. Vor Beginn der eigentlichen Strahlentherapie werden Sie für die Planung der Behandlung bzw. zur Anpassung einer Maske und Durchführung der Computertomographie (CT) zur Planung der Strahlentherapie für 2-3 Termine in die Strahlenklinik einbestellt. Die Maske wird benötigt, um Ihren Kopf während der Behandlung in einer ruhigen Stellung zu halten, so dass eine exakte Strahlentherapie garantiert ist. Die Strahlentherapie kann ambulant oder stationär durchgeführt werden. Jeweils montags bis freitags wird an insgesamt 12 aufeinanderfolgenden Tagen mit einer täglichen Einzeldosis von 2,5 Gy bis zu einer Gesamtdosis von 30 Gy bestrahlt. Im Vergleich zur herkömmlichen Bestrahlung neu ist die Dosiserhöhung auf die Hirnmetastasen. Diese erhalten eine Dosis von 51 Gy mit einer täglichen Einzeldosis von 4,25 Gy. Die Dosis auf den Hippocampus wird dabei bei den Patienten der experimentellen Gruppe so niedrig wie möglich gehalten. 

Vor Beginn der Strahlentherapie sowie 3, 9 und 18 Monate nach Strahlentherapie möchten wir zudem Ihre Hirnleistung untersuchen. Nach Ablauf von 18 Monaten nach Ende der Strahlentherapie bieten wir eine jährliche neuropsychologische Untersuchung im Rahmen der klinischen Nachsorge an.
In einer jeweils ungefähr einstündigen Untersuchung werden Sie gebeten, verschiedene Aufgaben zu bearbeiten, anhand derer Ihre momentane Leistungsfähigkeit im Bereich des Gedächtnisses und ähnlicher Funktionen eingeschätzt werden soll. 
Zudem soll anhand von Fragebögen Ihr aktuelles Befinden und Ihre persönliche Einschätzung Ihres Gesundheitszustands bzw. Ihrer Lebensqualität erfasst werden. 
Während der Dauer der Behandlung im Rahmen dieser Studie ist die Einnahme einiger weniger, und auch selten gebrauchter, Medikamente (bestimmte Beruhigungsmittel und bestimmte Mittel zur Vermeidung von epileptischen Anfällen) verboten. Es handelt sich dabei um Medikamente, die möglicherweise die Ergebnisse der Hirnleistungstests verfälschen können. Sie werden daher vom Prüfarzt vor und während der Behandlung regelmäßig zu Ihren Medikamenten befragt. Bei Notfällen bekommen Sie selbstverständlich jede Behandlung, die Sie brauchen!","1. Rechtsfähigkeit, Patient ist in der Lage, die Art, Bedeutung und zu verstehen
Folgen des Prozesses
2. Mindestens 4 Hirnmetastasen von soliden Tumoren mit mindestens einer, jedoch nicht
über 10 Metastasen ≥ 5 mm (d. h. für eine Dosissteigerung geeignet)
3. RPA-Klassifikation I oder II","1. Teilnahme an einer klinischen Studie innerhalb der letzten 30 Tage vor deren Beginn
Studie, vorherige Teilnahme 
2. Zerebrale Lymphome, Metastasen von Keimzelltumoren, SCLC
3. Akute neurologische Symptome, die einen sofortigen Beginn der RT erfordern",Zürich,nan,Anderer Krebs
nan,SNCTP000000696,DRKS00004897,"Vergleich der Entfernung eines oder mehrerer Lungensegmente mit der eines Lungenlappens bei Patienten mit Verdacht auf oder das Vorliegen von einem nichtkleinzelligen Lungenkrebs im frühen Stadium IA (kleiner 2 cm, pT1a, Stadium IA). 
(Originaltitel: Randomisierte, multizentrische Phase-III-Studie zum Vergleich der anatomischen Segment- mit
der Lappenresektion jeweils mit radikaler Lymphadenektomie als Standardbehandlung von Patienten mit nicht-kleinzelligem Lungenkrebs kleiner als 2 cm (pT1a pN0 cM0, Stadium IA) hinsichtlich Sicherheit, Überleben, Lebensqualität und Komplikationen (SevLoT1a)).","Die Standardbehandlung im frühen Stadium des nicht kleinzelligen Bronchialkarzinoms ist die chirurgische Entfernung des befallenen Lungenlappens (ca. 20% des gesamten Lungenvolumens; Lobektomie).
Zahlreiche retrospektive Studien bei Patienten mit eingeschränkter Lungenfunktion, welche eine sogenannte sublobare Resektion (nicht der gesamte befallene Lappen wird entfernt, sondern die anatomischen Untereinheiten, ca.5-10% des Lungenvolumens) erhalten haben, zeigten im Vergleich nicht schlechtere Überlebensraten, solange der Tumor nicht grösser als zwei Zentimeter war (Stadium T1a), die Lymphknoten nicht befallen waren und die ganze anatomische Einheit (eines oder mehrere Segmente je nach Lokalisation des Tumors) mit den abführenden Lymph- und Blutbahnen entfernt wurde. Es ist jedoch nie prospektiv untersucht worden, ob bei Patienten mit erhaltener Lungenfunktion die Resektion nur des/der betroffenen Segmente ausreicht.
In dieser prospektiv randomisierten multizentrischen, internationalen (10 Zentren in Deutschland, Österreich und der Schweiz) Phase III-Studie sollen nun an 560 Patienten zwei etablierte Standardverfahren (Lobektomie und Segmentektomie, minimalinvasiv oder über einen offenen Zugang) miteinander verglichen werden. Hierbei werden vor allem das Überleben und die Lebensqualität untersucht. Zusätzlich werden Anzahl und Schweregrad intra- und postoperativer Komplikationen, Anzahl Rezidive und Metastasen (lokal/Lymphknoten/fern) erfasst. In Zürich sollen pro Jahr ca. 10 Patienten eingeschlossen werden, der Nachbeobachtungszeitraum beläuft sich auf 5 Jahre postoperativ. Zusätzlich zu den routinemässigen Follow-Up Untersuchungen (klinische und radiologische Verlaufskontrollen) werden prä- sowie 3 Monate postoperativ und anschliessend jährlich im Rahmen der ambulanten Nachkontrollen standardisierte Fragebögen zur Lebensqualität (EORTC) sowie Lungenfunktionstests durchgeführt.",Nicht-kleinzelliger Lungenkrebs im frühen Stadium 1A  (NSCLC),Thoraxchirurgische Intervention: Entfernung eines krebsbefallenen Lungenlappens (Lobektomie plus radikale Lymphadenektomie) oder eines oder mehrere Lungensegmente (anatomische Segmentektomie plus radikale Lymphadenektomie),"- 41-80 Jahre
- NSCLC kleiner 2 cm Durchmessser
- keine Lymphknotenmetastasen
- tumorfreie Resektionsränder, min. 2 cm
- Lungenfunktion, die eine Lobektomie zulässt
- muss in der Lage sein, seine schriftliche Zustimmung zur Studie zu geben, deutsche Sprache in Wort und Schrift","- jeder Lymphknotenbefall
- Tumorgröße über 2 cm Durchmesser
- bekanntes Zweitmalignom
- bekannte Bestrahlung/ Chemotherapie innerhalb der letzten 5 Jahre
- Psychatrische oder andere Erkankung, die verhindert, dass der Patient schrifltich in die Studie einwilligt oder nicht am Follow-up teilnehmen kann
- NSCLC des Mittellappens (aus technischen Gründen)
- Schwangerschaft",Zürich,nan,Lungenkrebs
